Age,Gender,Menstrual,Sleep_Hours,Water_Intake,Steps,Exercise_Hrs,Behaviour,Character,Mood,Favourite_Food
32,Female,No,8.5,0.7,10443,2.6,Harsh,Friendly,Joy,Biryani
23,Transgender,N/A,7.3,3.9,14346,2.6,Calm,Calm,Smile,Sushi
57,Male,N/A,6.7,2.4,8010,1.7,Harsh,Friendly,Joy,Sushi
32,Male,N/A,6.2,2.3,9860,2.3,Harsh,Friendly,Smile,Ice Cream
15,Male,N/A,8.8,3.6,1006,1.1,Polite,Good,Sad,Smoothie
24,Female,Yes,5.3,3.5,11004,1.3,Calm,Friendly,Smile,Pizza
41,Female,NA,7.2,2.5,13565,2.5,Harsh,Calm,Sad,Pizza
17,Female,No,7.3,0.5,13394,3.0,Calm,Friendly,Sad,Burger
45,Male,N/A,5.7,1.8,6553,2.6,Harsh,Calm,Smile,Sushi
50,Male,N/A,4.8,2.4,9861,1.2,Harsh,Friendly,Smile,Ice Cream
54,Transgender,N/A,6.2,1.0,4128,1.6,Harsh,Good,Sad,Ice Cream
19,Transgender,N/A,8.3,4.0,5902,2.9,Calm,Friendly,Smile,Sushi
36,Male,N/A,7.8,3.7,5397,0.5,Harsh,Calm,Joy,Burger
49,Transgender,N/A,7.7,1.8,14120,3.0,Polite,Good,Happy,Burger
30,Female,NA,6.4,0.6,2432,2.4,Harsh,Friendly,Sad,Smoothie
28,Transgender,N/A,4.2,1.8,12814,0.3,Harsh,Good,Joy,Burger
45,Transgender,N/A,4.8,2.0,1419,1.6,Harsh,Friendly,Happy,Smoothie
52,Female,Yes,4.2,1.6,9239,0.5,Harsh,Calm,Joy,Pizza
25,Female,No,4.3,0.9,2643,2.0,Calm,Calm,Smile,Fried Rice
23,Transgender,N/A,4.5,3.1,10956,1.4,Polite,Friendly,Joy,Sushi
47,Male,N/A,5.0,0.8,2884,1.4,Calm,Calm,Happy,Smoothie
37,Male,N/A,7.1,3.8,7838,1.5,Rude,Good,Joy,Ice Cream
17,Male,N/A,8.6,1.9,14669,1.3,Calm,Friendly,Smile,Smoothie
52,Transgender,N/A,4.9,3.2,7940,1.2,Harsh,Good,Happy,Salad
13,Transgender,N/A,5.6,3.5,3727,1.2,Polite,Good,Joy,Ice Cream
56,Female,Yes,6.0,1.9,14249,0.3,Rude,Friendly,Happy,Burger
15,Transgender,N/A,6.2,1.9,5526,1.6,Harsh,Calm,Joy,Salad
14,Male,N/A,6.1,3.8,8412,0.2,Harsh,Calm,Sad,Salad
50,Male,N/A,5.3,1.9,14797,0.0,Calm,Calm,Happy,Ice Cream
17,Female,No,7.5,2.1,13122,1.7,Polite,Friendly,Smile,Sushi
40,Transgender,N/A,5.8,2.0,10324,2.4,Harsh,Good,Happy,Dosa
56,Transgender,N/A,4.5,3.4,12872,1.7,Harsh,Good,Happy,Smoothie
27,Female,No,7.6,3.1,11802,2.3,Harsh,Good,Happy,Pasta
49,Female,No,4.9,2.6,11676,0.1,Polite,Friendly,Happy,Pasta
30,Female,No,6.9,3.3,8016,1.3,Polite,Friendly,Sad,Dosa
56,Female,NA,6.4,2.6,3114,0.9,Rude,Calm,Sad,Pizza
40,Male,N/A,5.2,2.9,1361,1.4,Harsh,Calm,Smile,Fried Rice
33,Male,N/A,6.4,0.9,7517,1.2,Calm,Good,Smile,Sushi
17,Female,Yes,6.8,1.0,6278,0.1,Calm,Good,Sad,Smoothie
47,Female,Yes,7.3,1.8,10504,0.1,Harsh,Calm,Sad,Sushi
60,Female,Yes,8.8,3.6,11799,1.8,Harsh,Calm,Smile,Burger
28,Male,N/A,4.2,0.6,8118,1.8,Harsh,Calm,Smile,Burger
58,Transgender,N/A,7.8,3.0,5225,2.9,Polite,Good,Happy,Salad
31,Female,NA,7.7,3.6,12583,2.8,Rude,Calm,Joy,Smoothie
36,Transgender,N/A,7.8,3.8,7196,0.9,Polite,Good,Sad,Sushi
14,Transgender,N/A,7.5,0.9,11885,2.5,Harsh,Good,Smile,Fried Rice
44,Transgender,N/A,8.8,0.8,9666,0.2,Calm,Calm,Sad,Sushi
24,Male,N/A,8.2,3.4,6694,2.4,Harsh,Friendly,Sad,Salad
14,Female,Yes,6.0,1.2,9719,2.2,Polite,Good,Smile,Dosa
38,Transgender,N/A,6.5,3.0,11916,0.7,Calm,Friendly,Sad,Sushi
30,Transgender,N/A,6.8,3.5,10464,0.7,Polite,Calm,Joy,Smoothie
53,Male,N/A,6.2,3.8,6285,0.5,Harsh,Calm,Happy,Sushi
20,Female,No,4.6,1.0,6312,2.2,Calm,Good,Joy,Smoothie
52,Male,N/A,5.4,2.6,14398,2.3,Calm,Calm,Smile,Biryani
55,Female,Yes,4.7,1.9,2236,1.3,Rude,Friendly,Happy,Ice Cream
25,Female,No,4.4,0.9,3234,3.0,Polite,Calm,Happy,Dosa
16,Transgender,N/A,6.4,3.8,4644,0.5,Harsh,Friendly,Happy,Sushi
23,Transgender,N/A,4.1,2.6,1389,1.0,Polite,Good,Joy,Burger
33,Male,N/A,5.3,2.6,5444,0.6,Polite,Friendly,Joy,Burger
19,Male,N/A,7.3,3.4,6743,1.7,Polite,Calm,Joy,Salad
58,Male,N/A,5.1,2.9,6327,1.3,Calm,Good,Sad,Sushi
20,Female,NA,5.9,2.2,8785,0.4,Harsh,Calm,Happy,Pizza
19,Transgender,N/A,4.4,2.3,13893,1.7,Calm,Good,Happy,Biryani
24,Female,Yes,8.2,3.1,14931,3.0,Harsh,Friendly,Happy,Smoothie
41,Transgender,N/A,8.5,0.6,13904,0.5,Rude,Calm,Smile,Ice Cream
18,Female,Yes,4.0,2.1,2805,1.2,Rude,Calm,Happy,Fried Rice
41,Transgender,N/A,8.1,3.1,3927,0.2,Rude,Good,Happy,Salad
50,Male,N/A,7.2,3.2,8572,2.1,Polite,Friendly,Joy,Smoothie
21,Female,Yes,8.9,0.7,5373,2.6,Polite,Good,Smile,Sushi
32,Male,N/A,5.3,2.2,13037,1.7,Rude,Calm,Smile,Sushi
15,Male,N/A,6.5,1.0,11241,1.2,Polite,Friendly,Joy,Biryani
29,Female,Yes,7.6,0.8,4321,2.5,Polite,Calm,Sad,Biryani
42,Male,N/A,7.3,3.5,4055,0.4,Calm,Friendly,Sad,Pizza
32,Male,N/A,9.0,1.1,11216,2.8,Rude,Friendly,Joy,Smoothie
13,Female,NA,5.9,3.0,6338,1.1,Rude,Good,Happy,Pasta
40,Transgender,N/A,4.5,1.4,2629,2.8,Polite,Friendly,Happy,Sushi
16,Female,Yes,7.9,4.0,14202,0.5,Harsh,Good,Joy,Pasta
54,Transgender,N/A,5.1,2.5,1623,0.3,Harsh,Calm,Joy,Pasta
36,Female,No,6.9,3.3,2778,2.0,Polite,Calm,Sad,Pizza
49,Transgender,N/A,5.3,0.6,12581,2.2,Rude,Friendly,Joy,Dosa
55,Female,Yes,4.7,1.1,8475,0.4,Harsh,Friendly,Sad,Burger
58,Transgender,N/A,6.4,0.5,10480,0.0,Polite,Friendly,Sad,Ice Cream
23,Male,N/A,7.1,1.3,10780,1.2,Calm,Good,Joy,Fried Rice
15,Transgender,N/A,6.3,2.2,12661,0.2,Polite,Calm,Happy,Biryani
15,Female,NA,6.9,3.1,2450,0.8,Harsh,Friendly,Happy,Pasta
59,Transgender,N/A,4.4,3.2,9732,0.7,Calm,Friendly,Sad,Ice Cream
17,Transgender,N/A,5.3,3.2,6102,1.8,Harsh,Good,Sad,Ice Cream
19,Male,N/A,5.3,2.0,7406,0.3,Polite,Good,Joy,Pasta
54,Female,Yes,4.5,3.0,10630,2.4,Rude,Good,Happy,Salad
22,Female,Yes,8.1,4.0,1356,2.7,Polite,Friendly,Happy,Smoothie
35,Female,NA,5.0,4.0,10201,1.7,Harsh,Good,Joy,Ice Cream
32,Male,N/A,6.1,3.5,4724,1.3,Harsh,Calm,Smile,Sushi
20,Female,NA,6.9,3.4,12988,2.6,Polite,Calm,Sad,Pasta
27,Male,N/A,5.5,0.6,4871,1.2,Calm,Good,Joy,Dosa
56,Male,N/A,6.8,2.3,12717,1.4,Rude,Good,Sad,Dosa
25,Male,N/A,6.0,3.3,6533,2.4,Rude,Calm,Happy,Ice Cream
24,Male,N/A,8.0,3.1,9922,1.9,Calm,Friendly,Smile,Burger
30,Female,No,6.5,3.7,2633,2.5,Calm,Friendly,Happy,Burger
55,Male,N/A,5.9,3.4,7965,2.4,Polite,Good,Sad,Burger
29,Transgender,N/A,5.8,1.9,14342,2.3,Polite,Calm,Smile,Salad
45,Female,NA,6.5,2.7,14291,1.2,Rude,Good,Smile,Ice Cream
30,Male,N/A,5.6,1.6,5864,1.3,Rude,Good,Sad,Burger
33,Transgender,N/A,7.4,1.5,14049,0.2,Calm,Calm,Sad,Pizza
19,Transgender,N/A,7.9,1.2,7801,1.4,Calm,Friendly,Smile,Burger
40,Female,NA,5.2,2.2,8490,0.5,Calm,Calm,Happy,Pasta
54,Female,NA,7.6,2.7,11244,1.9,Rude,Friendly,Happy,Sushi
58,Female,NA,7.6,2.4,9041,2.8,Rude,Friendly,Sad,Salad
32,Transgender,N/A,6.2,2.1,14494,2.2,Polite,Calm,Smile,Sushi
56,Female,Yes,8.0,1.1,7289,0.5,Polite,Calm,Joy,Sushi
53,Transgender,N/A,6.4,1.6,4027,2.9,Harsh,Good,Sad,Fried Rice
55,Male,N/A,4.5,2.0,10634,2.6,Rude,Calm,Sad,Smoothie
22,Transgender,N/A,6.1,2.6,13763,2.6,Harsh,Good,Smile,Ice Cream
49,Female,No,9.0,2.5,7972,1.5,Polite,Friendly,Smile,Fried Rice
24,Male,N/A,4.7,2.4,10355,2.5,Calm,Calm,Happy,Smoothie
24,Male,N/A,5.5,1.4,11120,2.8,Rude,Calm,Smile,Dosa
49,Male,N/A,4.7,3.3,6469,0.1,Rude,Good,Sad,Pizza
54,Female,Yes,7.5,0.7,10561,2.2,Harsh,Friendly,Joy,Pasta
34,Female,No,4.1,3.3,11860,2.8,Harsh,Calm,Joy,Burger
16,Male,N/A,7.7,3.7,6485,0.1,Rude,Calm,Happy,Smoothie
19,Female,No,5.1,2.5,11834,2.6,Polite,Friendly,Joy,Biryani
41,Transgender,N/A,6.7,4.0,2783,1.6,Calm,Calm,Joy,Dosa
39,Transgender,N/A,9.0,2.1,3107,0.1,Rude,Friendly,Sad,Pizza
23,Female,NA,7.6,3.0,13186,0.5,Calm,Good,Smile,Biryani
24,Male,N/A,4.1,0.8,3691,0.5,Polite,Friendly,Sad,Burger
52,Transgender,N/A,7.7,3.1,10486,1.1,Calm,Calm,Sad,Fried Rice
47,Transgender,N/A,7.4,2.1,7480,1.5,Polite,Calm,Smile,Fried Rice
34,Male,N/A,6.3,2.1,14555,2.6,Calm,Good,Joy,Pasta
32,Female,NA,8.9,2.5,12084,2.3,Polite,Calm,Smile,Pasta
24,Transgender,N/A,7.1,3.8,11006,0.3,Polite,Friendly,Smile,Fried Rice
34,Male,N/A,6.1,2.7,12418,1.6,Calm,Friendly,Smile,Fried Rice
34,Male,N/A,5.7,1.1,4228,2.4,Harsh,Friendly,Sad,Fried Rice
21,Male,N/A,6.3,2.0,2485,2.0,Polite,Calm,Joy,Sushi
49,Female,Yes,5.9,2.1,14141,0.6,Rude,Friendly,Sad,Pasta
21,Male,N/A,5.4,2.0,12330,2.8,Calm,Good,Happy,Pizza
49,Female,No,5.5,4.0,1030,2.0,Polite,Good,Smile,Salad
46,Transgender,N/A,8.0,3.5,7957,2.6,Rude,Friendly,Sad,Salad
35,Male,N/A,6.3,2.9,2266,2.0,Harsh,Calm,Smile,Pasta
46,Transgender,N/A,5.0,3.6,5273,2.1,Calm,Calm,Smile,Smoothie
55,Male,N/A,8.0,2.6,8161,1.1,Calm,Friendly,Sad,Sushi
22,Female,No,4.0,1.0,13184,2.4,Rude,Good,Joy,Sushi
27,Transgender,N/A,5.6,0.8,5144,1.1,Polite,Friendly,Sad,Fried Rice
45,Transgender,N/A,7.5,0.8,10187,1.4,Rude,Good,Sad,Sushi
15,Male,N/A,9.0,1.2,14097,1.7,Polite,Friendly,Joy,Smoothie
26,Female,Yes,7.9,1.9,10500,1.3,Calm,Friendly,Smile,Ice Cream
56,Male,N/A,5.4,4.0,6905,0.1,Calm,Friendly,Happy,Biryani
45,Male,N/A,6.4,4.0,6088,2.4,Rude,Friendly,Happy,Burger
33,Male,N/A,4.6,1.7,12803,0.8,Harsh,Friendly,Joy,Biryani
16,Transgender,N/A,4.9,0.7,7043,2.4,Calm,Good,Sad,Sushi
49,Female,Yes,4.6,1.4,1672,1.9,Rude,Friendly,Joy,Sushi
54,Male,N/A,7.6,2.5,11045,1.9,Polite,Good,Sad,Sushi
17,Male,N/A,4.1,2.8,2188,2.9,Calm,Friendly,Sad,Burger
40,Male,N/A,4.1,2.5,6156,1.1,Calm,Friendly,Happy,Fried Rice
52,Female,NA,8.8,3.7,7256,1.2,Calm,Good,Happy,Pasta
42,Male,N/A,9.0,3.1,12718,2.8,Harsh,Friendly,Happy,Pasta
24,Male,N/A,5.8,1.3,7465,1.4,Polite,Good,Joy,Salad
54,Male,N/A,7.1,1.3,3637,0.1,Rude,Calm,Sad,Burger
54,Female,Yes,8.3,0.7,11342,1.6,Calm,Calm,Smile,Pizza
24,Female,No,6.2,3.7,14872,1.4,Calm,Good,Sad,Salad
40,Transgender,N/A,4.9,3.9,7410,2.3,Rude,Calm,Joy,Smoothie
51,Female,Yes,4.8,2.6,3412,0.9,Rude,Calm,Joy,Salad
30,Female,No,6.0,1.7,11230,1.9,Polite,Friendly,Smile,Salad
52,Female,NA,5.0,2.0,13653,0.0,Polite,Good,Sad,Biryani
41,Transgender,N/A,4.0,1.3,12790,1.9,Harsh,Calm,Joy,Burger
31,Male,N/A,6.8,2.2,10700,2.4,Harsh,Calm,Joy,Pizza
56,Male,N/A,8.9,1.6,5967,2.1,Harsh,Friendly,Sad,Ice Cream
29,Transgender,N/A,8.0,1.9,5206,2.5,Calm,Friendly,Sad,Smoothie
46,Female,Yes,8.1,3.0,2040,1.5,Rude,Friendly,Sad,Burger
43,Female,Yes,4.1,3.1,4121,1.0,Calm,Friendly,Happy,Burger
14,Female,Yes,8.4,2.0,7639,2.3,Calm,Good,Sad,Dosa
47,Female,Yes,5.3,3.7,14539,2.2,Harsh,Good,Smile,Smoothie
44,Male,N/A,6.6,0.7,1492,1.3,Rude,Good,Joy,Burger
50,Female,Yes,4.2,1.6,6945,1.2,Harsh,Calm,Joy,Salad
30,Male,N/A,5.9,0.7,6084,1.2,Polite,Calm,Joy,Sushi
35,Female,NA,8.2,2.9,8656,1.8,Calm,Good,Joy,Ice Cream
55,Transgender,N/A,5.4,1.9,14152,2.7,Harsh,Friendly,Happy,Fried Rice
51,Female,No,8.9,3.1,7153,3.0,Rude,Friendly,Happy,Biryani
26,Female,NA,5.4,3.8,5409,1.7,Harsh,Good,Happy,Pasta
48,Female,NA,7.4,2.1,4368,0.4,Harsh,Good,Happy,Biryani
17,Transgender,N/A,7.7,1.1,8919,2.0,Harsh,Calm,Happy,Fried Rice
25,Transgender,N/A,8.7,1.9,14894,0.9,Polite,Good,Happy,Dosa
58,Transgender,N/A,4.4,2.2,2856,2.2,Rude,Friendly,Joy,Ice Cream
53,Male,N/A,6.0,3.6,2765,1.2,Rude,Friendly,Happy,Sushi
52,Male,N/A,6.0,2.3,8138,0.4,Harsh,Calm,Sad,Smoothie
14,Female,No,7.4,1.2,14509,2.3,Polite,Good,Joy,Ice Cream
41,Female,Yes,6.0,1.3,2831,0.6,Rude,Calm,Smile,Burger
54,Transgender,N/A,8.1,2.7,12630,0.5,Harsh,Good,Sad,Salad
59,Male,N/A,4.4,0.7,5910,2.8,Calm,Friendly,Sad,Ice Cream
22,Male,N/A,7.0,0.7,9772,0.2,Calm,Calm,Happy,Pasta
17,Male,N/A,6.4,3.6,8833,2.1,Rude,Calm,Sad,Pizza
60,Female,No,4.2,3.1,4118,2.5,Polite,Calm,Sad,Pasta
40,Female,NA,7.4,0.7,13387,2.4,Polite,Friendly,Joy,Salad
49,Transgender,N/A,6.6,3.3,12148,2.1,Rude,Good,Joy,Pasta
43,Female,Yes,5.9,1.0,10658,1.4,Harsh,Calm,Smile,Ice Cream
36,Female,No,4.7,3.0,9161,2.3,Harsh,Good,Smile,Salad
23,Male,N/A,8.3,2.2,14677,2.5,Harsh,Good,Smile,Dosa
45,Transgender,N/A,6.7,2.6,12754,0.5,Rude,Calm,Sad,Salad
16,Male,N/A,7.1,3.5,10134,2.1,Calm,Friendly,Sad,Pizza
35,Transgender,N/A,4.2,2.8,7699,3.0,Polite,Calm,Sad,Sushi
16,Male,N/A,5.2,1.0,14632,1.4,Rude,Good,Smile,Biryani
59,Transgender,N/A,6.3,2.3,12294,2.7,Polite,Good,Smile,Pizza
20,Male,N/A,4.5,0.6,11813,2.5,Harsh,Calm,Sad,Sushi
31,Female,No,8.2,0.6,3049,0.8,Rude,Good,Happy,Fried Rice
38,Transgender,N/A,5.9,2.7,8228,1.5,Harsh,Calm,Happy,Ice Cream
20,Transgender,N/A,5.0,3.6,5718,1.5,Harsh,Calm,Happy,Dosa
43,Female,No,8.0,1.3,11179,2.9,Polite,Good,Sad,Dosa
31,Female,NA,5.0,3.7,1981,0.9,Harsh,Friendly,Smile,Salad
58,Female,No,5.8,1.5,9155,2.3,Polite,Calm,Smile,Burger
48,Female,No,6.5,2.7,13572,2.9,Polite,Friendly,Smile,Fried Rice
16,Transgender,N/A,4.5,0.6,5211,2.6,Polite,Good,Smile,Smoothie
31,Transgender,N/A,4.2,1.2,5320,1.0,Calm,Calm,Happy,Biryani
28,Female,NA,8.0,1.2,4929,2.8,Harsh,Good,Happy,Pasta
39,Transgender,N/A,5.9,2.7,11363,2.0,Rude,Good,Happy,Salad
22,Male,N/A,5.2,2.4,11979,0.0,Polite,Friendly,Sad,Ice Cream
22,Transgender,N/A,6.2,2.5,13546,0.7,Polite,Friendly,Smile,Pasta
14,Transgender,N/A,8.4,1.3,13378,1.4,Polite,Friendly,Joy,Sushi
47,Male,N/A,6.9,0.7,3670,2.0,Rude,Good,Happy,Sushi
27,Transgender,N/A,8.0,2.5,10573,2.0,Calm,Good,Sad,Smoothie
22,Male,N/A,6.5,2.7,8472,2.8,Calm,Good,Smile,Pasta
24,Transgender,N/A,7.8,2.1,11577,2.1,Calm,Good,Happy,Ice Cream
57,Transgender,N/A,4.6,3.2,5721,0.8,Rude,Calm,Smile,Fried Rice
58,Male,N/A,5.8,2.6,6763,0.7,Harsh,Good,Sad,Salad
32,Female,No,8.4,2.9,9278,0.7,Calm,Good,Smile,Dosa
33,Transgender,N/A,8.6,0.8,10937,2.5,Rude,Calm,Smile,Ice Cream
42,Male,N/A,5.3,2.3,11483,0.8,Harsh,Good,Joy,Dosa
20,Male,N/A,8.5,0.5,5131,0.4,Polite,Good,Happy,Burger
31,Transgender,N/A,8.7,3.8,4838,1.1,Harsh,Calm,Happy,Ice Cream
45,Male,N/A,5.9,1.0,7408,2.7,Polite,Good,Joy,Smoothie
39,Male,N/A,8.0,3.7,6008,1.4,Polite,Good,Happy,Pasta
16,Transgender,N/A,8.0,2.1,10878,2.6,Polite,Good,Smile,Ice Cream
33,Male,N/A,4.0,1.3,2814,0.7,Rude,Calm,Smile,Fried Rice
31,Male,N/A,8.7,1.1,7639,0.5,Rude,Friendly,Happy,Smoothie
33,Female,NA,8.7,0.8,11670,1.4,Polite,Friendly,Joy,Pizza
57,Transgender,N/A,4.2,3.6,11522,1.0,Harsh,Calm,Happy,Fried Rice
48,Male,N/A,6.1,2.6,13227,2.5,Harsh,Friendly,Smile,Salad
21,Female,NA,4.9,1.1,3198,0.6,Calm,Friendly,Smile,Ice Cream
51,Female,Yes,6.6,3.2,6364,1.6,Rude,Good,Smile,Biryani
46,Male,N/A,5.3,0.6,11821,0.0,Rude,Calm,Happy,Ice Cream
55,Female,No,5.9,3.9,4980,1.0,Calm,Calm,Joy,Ice Cream
58,Transgender,N/A,4.2,2.2,13494,1.7,Calm,Friendly,Happy,Salad
58,Transgender,N/A,8.9,2.4,1934,0.8,Rude,Friendly,Sad,Biryani
41,Male,N/A,5.4,3.4,7225,1.6,Calm,Friendly,Smile,Burger
18,Female,No,4.4,0.6,5177,1.0,Rude,Friendly,Smile,Dosa
31,Male,N/A,7.6,2.7,7522,0.3,Calm,Good,Joy,Fried Rice
20,Transgender,N/A,4.7,3.1,1189,1.6,Rude,Good,Joy,Pasta
28,Transgender,N/A,4.9,3.9,9269,0.3,Rude,Friendly,Sad,Burger
58,Female,NA,6.0,3.9,2252,1.1,Harsh,Calm,Smile,Fried Rice
42,Transgender,N/A,6.1,1.1,4692,0.9,Polite,Friendly,Smile,Pizza
22,Female,NA,4.4,2.0,1070,1.8,Calm,Calm,Happy,Pasta
31,Male,N/A,7.7,0.8,2474,2.7,Harsh,Good,Happy,Smoothie
20,Transgender,N/A,7.1,3.1,1061,1.9,Rude,Good,Joy,Pizza
13,Female,NA,5.0,1.4,7769,1.4,Rude,Good,Sad,Smoothie
18,Female,No,8.1,2.3,13465,1.4,Calm,Good,Joy,Salad
14,Transgender,N/A,7.1,1.2,4901,0.5,Rude,Good,Smile,Biryani
39,Female,No,5.2,1.8,14820,2.7,Calm,Good,Happy,Sushi
29,Female,NA,5.1,1.5,11913,0.4,Polite,Calm,Sad,Salad
46,Transgender,N/A,4.6,3.8,4849,2.3,Rude,Friendly,Joy,Ice Cream
15,Transgender,N/A,7.8,1.5,4371,2.8,Polite,Friendly,Smile,Dosa
22,Male,N/A,7.4,2.2,13736,0.4,Calm,Friendly,Happy,Sushi
50,Transgender,N/A,6.5,2.2,3624,2.7,Harsh,Calm,Sad,Sushi
20,Transgender,N/A,6.0,2.2,9030,0.0,Calm,Calm,Happy,Smoothie
36,Male,N/A,8.6,0.6,13837,0.4,Rude,Calm,Joy,Sushi
42,Male,N/A,6.7,3.2,3213,2.1,Rude,Calm,Sad,Smoothie
42,Male,N/A,8.1,2.2,6354,2.9,Harsh,Friendly,Joy,Smoothie
25,Transgender,N/A,8.1,3.2,7610,0.6,Calm,Good,Sad,Pizza
54,Female,Yes,6.3,1.6,6047,2.5,Polite,Calm,Joy,Salad
22,Female,Yes,8.4,2.0,7168,2.5,Polite,Calm,Joy,Smoothie
50,Female,Yes,5.1,2.9,10928,0.5,Calm,Calm,Joy,Pizza
15,Transgender,N/A,8.7,2.1,7361,2.4,Polite,Good,Happy,Burger
22,Female,No,8.6,2.3,8474,1.1,Rude,Good,Joy,Pasta
60,Transgender,N/A,5.9,2.5,7452,1.5,Polite,Friendly,Joy,Sushi
40,Female,NA,6.4,1.6,14240,1.9,Harsh,Friendly,Smile,Dosa
42,Female,Yes,4.9,2.4,4287,0.8,Calm,Friendly,Happy,Salad
23,Transgender,N/A,8.7,2.3,10148,2.2,Harsh,Good,Joy,Pizza
44,Female,Yes,4.4,3.5,2047,1.1,Calm,Calm,Smile,Smoothie
46,Transgender,N/A,6.6,1.8,9534,2.2,Calm,Calm,Sad,Pizza
41,Male,N/A,6.3,2.9,12449,0.8,Rude,Calm,Sad,Salad
32,Transgender,N/A,6.3,1.8,9693,0.7,Rude,Friendly,Sad,Pizza
54,Male,N/A,7.8,3.7,5778,1.1,Polite,Friendly,Sad,Pizza
40,Female,Yes,5.7,0.6,5285,1.0,Calm,Good,Sad,Sushi
27,Transgender,N/A,4.2,0.7,1377,2.7,Harsh,Calm,Happy,Fried Rice
56,Male,N/A,5.6,1.1,5578,0.4,Polite,Friendly,Smile,Burger
56,Male,N/A,5.1,3.1,4245,1.1,Polite,Calm,Joy,Sushi
37,Female,Yes,8.9,2.9,11374,0.7,Polite,Calm,Sad,Salad
55,Transgender,N/A,6.9,2.6,6092,0.7,Rude,Calm,Happy,Salad
35,Male,N/A,8.2,1.9,10535,0.3,Rude,Friendly,Joy,Smoothie
14,Transgender,N/A,6.0,3.7,2471,1.5,Polite,Good,Joy,Ice Cream
53,Transgender,N/A,6.9,3.7,13545,1.7,Calm,Calm,Sad,Fried Rice
24,Female,NA,8.3,3.6,12299,0.1,Calm,Good,Sad,Salad
34,Transgender,N/A,4.0,3.8,10459,2.9,Rude,Good,Happy,Pizza
59,Male,N/A,4.3,2.3,7747,0.6,Harsh,Friendly,Sad,Fried Rice
49,Male,N/A,7.3,0.7,13468,0.3,Calm,Friendly,Smile,Sushi
59,Male,N/A,6.5,0.8,3189,1.0,Harsh,Calm,Sad,Smoothie
29,Male,N/A,6.4,1.6,4010,2.1,Rude,Good,Smile,Dosa
29,Female,No,7.4,0.9,6959,2.0,Polite,Good,Sad,Dosa
25,Female,No,7.9,2.5,6018,0.4,Rude,Calm,Happy,Dosa
32,Transgender,N/A,4.0,2.4,12186,1.9,Harsh,Calm,Sad,Dosa
27,Transgender,N/A,5.2,1.6,13023,1.2,Rude,Calm,Smile,Fried Rice
34,Female,No,4.2,1.0,1821,1.9,Calm,Friendly,Happy,Pizza
24,Female,Yes,8.0,0.7,12441,1.9,Calm,Calm,Smile,Ice Cream
31,Transgender,N/A,8.2,2.1,10748,2.5,Polite,Calm,Happy,Ice Cream
30,Male,N/A,7.5,0.5,14610,1.5,Rude,Calm,Joy,Dosa
20,Male,N/A,8.4,3.0,1258,2.9,Rude,Good,Sad,Smoothie
33,Transgender,N/A,6.7,3.3,1748,0.5,Polite,Friendly,Happy,Fried Rice
26,Transgender,N/A,4.6,2.6,12337,0.4,Harsh,Calm,Joy,Dosa
16,Male,N/A,5.1,1.5,6482,2.2,Polite,Good,Happy,Fried Rice
20,Female,Yes,7.7,3.0,13234,1.2,Calm,Good,Happy,Fried Rice
48,Female,Yes,6.2,3.0,1234,1.9,Harsh,Good,Joy,Biryani
13,Female,No,8.7,1.0,7528,1.9,Harsh,Good,Sad,Biryani
42,Female,Yes,5.5,3.9,11554,0.0,Rude,Friendly,Sad,Burger
54,Male,N/A,4.4,3.2,8862,0.1,Harsh,Friendly,Smile,Dosa
20,Female,No,7.9,3.3,13460,3.0,Harsh,Calm,Joy,Pasta
29,Male,N/A,4.4,3.7,5468,1.0,Calm,Good,Smile,Biryani
58,Transgender,N/A,7.8,1.9,12511,1.3,Harsh,Good,Sad,Ice Cream
56,Transgender,N/A,8.2,1.3,8788,0.7,Calm,Friendly,Smile,Pasta
23,Female,Yes,9.0,3.4,9884,2.4,Polite,Good,Sad,Fried Rice
30,Transgender,N/A,7.6,3.0,1484,1.3,Rude,Good,Smile,Pasta
37,Transgender,N/A,5.4,3.5,1346,1.1,Polite,Calm,Smile,Pasta
36,Transgender,N/A,7.5,3.6,9721,0.4,Calm,Friendly,Smile,Smoothie
30,Female,NA,6.2,1.2,2466,1.6,Calm,Good,Sad,Ice Cream
31,Female,No,4.6,2.6,1934,1.8,Harsh,Calm,Sad,Burger
56,Female,No,5.0,2.9,4286,1.8,Calm,Friendly,Happy,Sushi
16,Transgender,N/A,4.2,0.9,6454,0.0,Harsh,Good,Joy,Pizza
39,Female,No,6.5,3.1,6175,0.8,Polite,Good,Smile,Pasta
15,Transgender,N/A,8.2,0.9,4830,2.5,Harsh,Friendly,Happy,Biryani
57,Female,NA,4.7,3.8,8132,2.6,Rude,Friendly,Joy,Fried Rice
28,Female,No,7.0,0.9,3355,0.7,Polite,Friendly,Joy,Biryani
55,Female,Yes,5.2,1.2,9027,0.5,Calm,Friendly,Happy,Pasta
29,Female,No,8.2,3.0,8460,0.6,Rude,Good,Smile,Smoothie
47,Transgender,N/A,8.2,0.9,8602,2.1,Rude,Friendly,Sad,Salad
32,Transgender,N/A,8.0,3.2,11726,2.8,Harsh,Calm,Smile,Sushi
44,Transgender,N/A,4.3,0.5,1200,1.7,Calm,Good,Happy,Pasta
41,Male,N/A,7.1,1.0,6172,0.4,Harsh,Friendly,Sad,Pasta
